RefA,RefALink,RefB,RefBLink,Snippet
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Buying and Selling.4.10.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Buying_and_Selling.4.10.1",Likutei Moharan%2C_Part_II.10,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.10","בדברי אדוננו מורנו ורבנו זכרונו לברכה במקום אחר (בסימן י' בלקוטי תנינא שמביא שם דברי רבותינו זכרונם לברכה שאמרו, זי"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Buying and Selling.4.14.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Buying_and_Selling.4.14.1",Likutei Moharan%2C_Part_II.67,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.67","שראל, כמובן בהתורה 'בראשית לעיני כל ישראל וכו' (בלקוטי תנינא סימן סז) עין שם. כי קדשת הבית המקדש נמשך מבחינת סכה, בחינת ויעקב "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Over and Under Charging.1.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Over_and_Under_Charging.1.1.2",Likutei Moharan.280,https://www.sefaria.org.il/Likutei_Moharan.280," על פי מה שכתב רבנו, נרו יאיר סימן ר""פ על פסוק כי תצא בחינת משא ומתן באמונה, כי המשא ומתן לברר הנ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Over and Under Charging.1.1.4,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Over_and_Under_Charging.1.1.4",Likutei Moharan.8,https://www.sefaria.org.il/Likutei_Moharan.8,ן הרע שזהו ברור הניצוצות וכמובא מזה בדברי רבנו נרו יאיר סימן ח'. והנה כשמאנה ומטעה את חברו הוא פוגם באמונה ואין המשא ומתן
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Over and Under Charging.2.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Over_and_Under_Charging.2.1.2",Likutei Moharan.34,https://www.sefaria.org.il/Likutei_Moharan.34,"ל פי המאמר המתחיל, ואתם תהיו לי ממלכת כהנים וכו' סימן לד כתיב, ""חרפה שברה לבי וכו'"". כי עקר הממשלה אצל הצדיק שהוא הנ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Over and Under Charging.3.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Over_and_Under_Charging.3.1.2",Likutei Moharan.6,https://www.sefaria.org.il/Likutei_Moharan.6,"י  התורה ויאמר ה' אל משה קרא את יהושע וכו' ואצונו בלקוטי א סימן ו', עין שם כל התורה:"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Over and Under Charging.3.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Over_and_Under_Charging.3.2.1",Likutei Moharan.22,https://www.sefaria.org.il/Likutei_Moharan.22,"ת שבתורה למעלה מן התורה, כמו שכתוב בהתורה חותם בתוך חותם סימן כ""ב, עין שם. ועל כן מי שרוצה לשוב לה' יתברך באמת עקר התשובה שלמ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Over and Under Charging.3.2.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Over_and_Under_Charging.3.2.3",Likutei Moharan.2,https://www.sefaria.org.il/Likutei_Moharan.2,"י עקר כלי זינו של משיח היא תפלה, כמו שכתב רבנו זכרונו לברכה סימן ב', כי משיח יבנה לנו את הבית המקדש  שהוא  מקום  התפלה, כמו שכ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Over and Under Charging.3.4.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Over_and_Under_Charging.3.4.1",Likutei Moharan.7,https://www.sefaria.org.il/Likutei_Moharan.7,"רגומו, פרישן בצלו. כמו שכתב רבנו זכרונו לברכה במקום אחר סימן ז', הינו כשזוכין לתפלה, כמבאר לעיל, הינו שהאדם חזק ואמיץ בדעת"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Over and Under Charging.3.4.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Over_and_Under_Charging.3.4.3",Likutei Moharan.31,https://www.sefaria.org.il/Likutei_Moharan.31,"נה,, בחינת שבת, שהיא בחינת אמונה (כמבאר במקום אחר בדברי רבנו סימן ל""א), שם אין שום אונאה כנ""ל. כי כל זמן שאין האדם זוכה לתפלה בשלמות "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.1.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.1.1.2",Likutei Moharan.69,https://www.sefaria.org.il/Likutei_Moharan.69,"בנותיו, כי הם תלויים בעשירות, עין שם במאמר גזלה (סימן סט):"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.1.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.1.1.3",Likutei Moharan.59,https://www.sefaria.org.il/Likutei_Moharan.59,"טב בסוף המאמר, מפני מה עיניהם של תרמודיים טרוטות? (סימן נט). ועל כן אדרבא, זה עקר מעלת העשירות שירחיב ידו ויתן מתנות לע"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.1.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.1.1.3",Likutei Moharan.17,https://www.sefaria.org.il/Likutei_Moharan.17,"ם ואוהבים, עין שם היטב במאמר ויהי הם מריקים שקיהם (סימן יז), עין שם. ועל כן בבחינה זו אפלו כשנותן מתנה קונה לו אוהבים ונג"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.1.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.1.1.3",Likutei Moharan.67,https://www.sefaria.org.il/Likutei_Moharan.67,"שו כנ""ל. וכן איתא בדברי רבנו נרו יאיר, במקום אחר (בסימן סז) שאהבה הוא מגדל הנפש, עין שם. וזה עקר מעלת העשירות ששומר מכ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.2.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.2.1.2",Likutei Moharan%2C_Part_II.78,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.78","אמר המתחיל בענין הנהגת הפשיטות של הצדיק האמת (בלקוטי תנינא סימן עח), עין שם:"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.3.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.3.1.2",Likutei Moharan%2C_Part_II.78,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.78",נין הנהגת הפשיטות של הצדיק האמת בלקוטי תנינא (סימן עח):
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.3.4.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.3.4.2",Likutei Moharan%2C_Part_II.67,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.67"," על מרדכי, כי איתא בהתורה בראשית לעיני כל ישראל (בלקוטי תנינא סימן סז), שיש צדיק הדור שהוא בחינת ראש בית שהוא הבעל הבית של העולם, ש"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.3.5.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.3.5.2",Likutei Moharan.266,https://www.sefaria.org.il/Likutei_Moharan.266,"תה ויבן לו בית. וכמובן בדברי רבנו זכרונו לברכה (סימן רסו), וכן התורה בראשית הנ""ל נאמרה לענין סכות גם כן, כמובן למי שהי"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.3.12.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.3.12.1",Likutei Moharan%2C_Part_II.38,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.38","התורה וכמובן בדברי רבנו זכרונו לברכה במקום אחר (בלקוטי תנינא סימן לח) בהמאמר המתחיל לפעמים הצדיק נוסע וכו', שמה שהצדיק מוריד עצ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.4.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.4.1.2",Likutei Moharan.25,https://www.sefaria.org.il/Likutei_Moharan.25,"כי איתא בהתורה אחוי לן מנא דלא שויא לחבלא (בסימן כה), שבכל עולם ועולם ובכל מדרגה ומדרגה יש שם דמיונות וכו' שהם הק"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.4.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.4.2.1",Likutei Moharan.35,https://www.sefaria.org.il/Likutei_Moharan.35,"דושים וכמבאר בדבריו זכרונו לברכה בהתורה 'אשרי' (בסימן לה) ובהתורה 'כי תצא למלחמה' (בסימן רפ), שעל ידי משא ומתן כתקונו עו"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.4.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.4.2.1",Likutei Moharan.280,https://www.sefaria.org.il/Likutei_Moharan.280," בהתורה 'אשרי' (בסימן לה) ובהתורה 'כי תצא למלחמה' (בסימן רפ), שעל ידי משא ומתן כתקונו עולין ממדרגה למדרגה מעשיה ליצירה, "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.4.13.11,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.4.13.11",Likutei Moharan.1,https://www.sefaria.org.il/Likutei_Moharan.1,"בש עצמו במצות, כמו שכתב אדוננו מורנו ורבנו ז""ל (בסימן א') על מאמר רבה בר בר חנה 'ומתחזי כי צוציתא דנורא חורא ברישה ו"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.4.13.14,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.4.13.14",Likutei Moharan.54,https://www.sefaria.org.il/Likutei_Moharan.54,"חינת פרעה ומצרים, (כמו שכתוב בהתורה 'ויהי מקץ' בסימן נ""ד, עין שם). הינו שבני אמי שהם כחות המדמה שאינו מברר, הם נחרו ו"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.4.14.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.4.14.3",Likutei Moharan.60,https://www.sefaria.org.il/Likutei_Moharan.60,", כי הוא בבחינת שנה, (כמבאר במקום אחר בהתורה פתח רבי שמעון בסימן ס'). אבל יעקב בחינת נקדת האמת המשיך תורה, בחינת מקלות, להנהיג העו"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.4.14.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.4.14.3",Likutei Moharan.21,https://www.sefaria.org.il/Likutei_Moharan.21,"מימות דקדשה על ידי תנועת השכל האמת, (כמו שמבאר בהתורה עתיקא בסימן כא)."
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.4.14.4,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.4.14.4",Likutei Moharan.206,https://www.sefaria.org.il/Likutei_Moharan.206,"תוב בספר הא""ב. וכמו שמבאר על פסוק 'תעיתי כשה אבד' (בסימן רו), הינו שיעקב שם כל מגמתו לקרב בני הנעורים להוציאם מבחינת לבן"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.2.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.2.2",Likutei Moharan.22,https://www.sefaria.org.il/Likutei_Moharan.22,כי איתא בהתורה 'חותם בתוך חותם' סימן כב. שצריכין להתחזק בעזות גדול דקדשה כנגד העזי פנים שכל התנ
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.2.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.2.3",Likutei Moharan.72,https://www.sefaria.org.il/Likutei_Moharan.72,"ו מחסדים ורחמים כמו שכתב רבנו זכרונו לברכה כמה פעמים ובפרט בסימן עב, עין שם. ועל ידי זה יתקים, ועשיתי את אשר בחקי תלכו וכו':"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.7.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.7.3",Likutei Moharan%2C_Part_II.25,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.25", בעצמו מה שכתב אדוננו מורנו ורבנו זכרונו לברכה במקום אחר בסימן כה לקוטי תנינא לעשות מהתורה תפלה אף על פי שלפום רהטא נראים כסו
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.9.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.9.1",Likutei Moharan.9,https://www.sefaria.org.il/Likutei_Moharan.9,"דות לשם ה'. וכמו שמבאר בהתורה תהומות יכסימו וכו' סימן ט, עין שם, הינו כנ""ל:"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.11.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.11.1",Likutei Moharan.147,https://www.sefaria.org.il/Likutei_Moharan.147,"ת הוא העקר מה שאין יודעין מהיכן ההתחלה (כמו שמבאר במקום אחר סימן קמז). כי כל מה שמתקרב אליהם יותר נמשך עליו העזות דקדשה יותר, וכל"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.29.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.29.2",Likutei Moharan%2C_Part_II.49,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.49","האדם מה שיבוא חס ושלום, כמו שמבאר בלקוטי תנינא (סימן מט). וצריכין לבטח ברחמי צדקתו שיעשה עמנו צדקה וחסד ומתנת חנם, אך"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.34.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.34.1",Likutei Moharan.84,https://www.sefaria.org.il/Likutei_Moharan.84,"מיד וכנ""ל ועין מה שאיתא בזהר הקדוש ומובא אצלנו בלקוטי א סימן פד, דלית יום דלית בו טוב, אך כמה נחשים ועקרבים סחרין לה דלא יעול להה"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.47.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.47.1",Likutei Moharan.2,https://www.sefaria.org.il/Likutei_Moharan.2,"תב רבנו זכרונו לברכה על מאמר רבה בר בר חנה, כד חם גבה אתהפיך בסימן ב, עין שם. וזהו: אשר יאמר היום בהר ה' יראה וכמו שפרש רש""י שקא"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.47.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.47.1",Likutei Moharan.272,https://www.sefaria.org.il/Likutei_Moharan.272,"מר היום, הינו בכל יום ויום בהר ה' יראה וכנ""ל. ועין מה שמבאר בסימן רע""ב על פסוק זה ""היום אם בקלו תשמעו"" שזה עקר העצה לעבודת ה' יתברך "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.50.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.50.1",Likutei Moharan.105,https://www.sefaria.org.il/Likutei_Moharan.105,"ים לעורר רחמיו הרבים והגדולים, (כמבאר בהתורה עזי וזמרת יה בסימן קה ענין זה, עין שם). ועכשו שהבית המקדש חרב בעונותינו לא היה אפ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.53.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.53.1",Likutei Moharan.30,https://www.sefaria.org.il/Likutei_Moharan.30,"ארבע פעמים ביד כל אחד וכמובא בהתורה מישרא וכו' (סימן ל). נמצא שתורה ותפלה הם שמונה בחינות, שהם בחינת ארבע אותיות של "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.54.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.54.1",Likutei Moharan.33,https://www.sefaria.org.il/Likutei_Moharan.33,"ריו זכרונו לברכה כמה פעמים (ובפרט בהתורה מי האיש החפץ חיים סימן ל""ג) רק שכל מה שהמדרגה יותר נמוכה שם אלקותו בצמצומים יותר ומלבש "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.65.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.65.1",Likutei Moharan%2C_Part_II.7,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.7",דוננו מורנו ורבנו זכרונו לברכה בהתורה כי מרחמם (סימן ז בלקוטי תנינא) שכפי הסלח נא שפועלין ביום כפור כן זוכין לקדש
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.69.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.69.1",Likutei Moharan.120,https://www.sefaria.org.il/Likutei_Moharan.120,"של שהביא שם (ומובא בדברינו במקום אחר לקוטי מוהר""ן סימן ק""ך, עין שם). כי היראה בחינת תפלה הוא בחינת עתה בחינת היום אם בק"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.70.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.70.2",Likutei Moharan.61,https://www.sefaria.org.il/Likutei_Moharan.61,"ע וכל זה צריכין לקשר למה שמבאר (בסימן סא) על פסוק ""אני היום ילדתיך"", עין שם שמשיח יזכה לבחינת למעלה מ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.74.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.74.2",Likutei Moharan.188,https://www.sefaria.org.il/Likutei_Moharan.188,"העולם, כמו שכתב אדוננו מורנו ורבנו זכרונו לברכה (בסימן קפח) שהצדיק מחפש ומוצא כל האבדות של כל העולם וכו', עין שם. כי הצ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Gifting.5.77.4,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Gifting.5.77.4",Likutei Moharan.7,https://www.sefaria.org.il/Likutei_Moharan.7,"ר הפנים וכו', כמו שמבאר כמה פעמים במקומות אחרים (סימן ז וכג), וזה בחינת ""לבש ה' עז התאזר"" שהוא בחינת אמונה, כמו שכתוב: ""ו"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of a Deathly Ill Person.2.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_a_Deathly_Ill_Person.2.1.2",Likutei Moharan.66,https://www.sefaria.org.il/Likutei_Moharan.66,"ל פי המאמר המתחיל ויהי נא פי שנים ברוחך אלי וכו' (סימן סו), עין שם המאמר היטב:"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of a Deathly Ill Person.2.2.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_a_Deathly_Ill_Person.2.2.3",Likutei Moharan.51,https://www.sefaria.org.il/Likutei_Moharan.51,"י עקיבא כשתגיעו לאבני שיש טהור אל תאמרו מים מים (סימן נא), עין שם היטב, כי עקר האמת הוא רק כשמקשרין אחר הבריאה בקדם ה"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of a Deathly Ill Person.2.4.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_a_Deathly_Ill_Person.2.4.3",Likutei Moharan.48,https://www.sefaria.org.il/Likutei_Moharan.48,"איתא בא""ב (אות א אמת סימן מח) מי שהיה שקרן בגלגול העבר אזי כשנתגלגל הוא אטר יד, עין במ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of a Deathly Ill Person.3.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_a_Deathly_Ill_Person.3.1.3",Likutei Moharan%2C_Part_II.7,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.7","על פי התורה ויהי מקץ כי מרחמם ינהגם וכו' (בלקוטי תנינא סימן ז), עין שם. וכבר דברנו מתורה זאת כמה פעמים:"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.1.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.1.1.1",Likutei Moharan.67,https://www.sefaria.org.il/Likutei_Moharan.67,"תב רבנו נרו יאיר במאמר ויבן ה' אלהים את הצלע וכו' (סימן סז) שכל הנפשות מלבשין בהכבוד, כי הכבוד היא אם כל חי. ולפעמים הנ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.1.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.1.3.1",Likutei Moharan.56,https://www.sefaria.org.il/Likutei_Moharan.56,"כמובא בדברי רבנו נרו יאיר במאמר וביום הבכורים (סימן נו), עין שם היטב שמחנה דן הוא בחינת דינא דמלכותא, עין שם. ועל כן "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.1.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.1.3.1",Likutei Moharan.37,https://www.sefaria.org.il/Likutei_Moharan.37,"ינת שכחה שהיא בחינת מיתה, כמו שכתב רבנו נרו יאיר (סימן לז). וזהו 'מעט' היא בחינת שכחה שהיא מחין דקטנות כמובא. ועל כן השיבו"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.1.4.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.1.4.1",Likutei Moharan.9,https://www.sefaria.org.il/Likutei_Moharan.9,"' ""ולמי כל חמדת ישראל הלא לך ולכל בית אביך"" כנ""ל (שמואל א סימן ט, י, יג). ועל כן הזהירו: ""שבעת ימים תוחל עד בואי אליך"". כי בזה היה ת"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.1.13.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.1.13.2",Likutei Moharan.17,https://www.sefaria.org.il/Likutei_Moharan.17,"כילה, כמו שכתב רבנו במאמר ויהי הם מריקים שקיהם (סימן יז) ועל כן כל זמן שאוכלים משלחנו נמצא שדעתם תלוי באביהם, על כן"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.2.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.2.1.2",Likutei Moharan.13,https://www.sefaria.org.il/Likutei_Moharan.13,"אמר ה' אל משה קרא את יהושע והתיצבו באהל מועד' וכו' (סימן וא""ו), עין שם ענין תשובה:"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.3.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.3.1.1",Likutei Moharan.13,https://www.sefaria.org.il/Likutei_Moharan.13,עלפי התורה 'אשרי העם – השגחה שלמה' בסימן יג עין שם כל התורה:
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.3.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.3.2.1",Likutei Moharan.188,https://www.sefaria.org.il/Likutei_Moharan.188,"ו', בבחינת ""ואם לא קרוב אחיך אליך"" וכו', וכמו שכתוב (בסימן קפח) שצריכין לבוא אל הצדיק לחזר אחר אבדתו שאבד ושכח מיד כשיצא "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.3.2.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.3.2.2",Likutei Moharan.188,https://www.sefaria.org.il/Likutei_Moharan.188,"ם, (כמו שאמרו רבותינו ז""ל שם נדה ל) שהוא אבדה, כמו שמבאר שם בסימן קפ""ח הנ""ל. ועתה בכל פעם שבאים אל הצדיק הוא מעלה נפשותם ומחדשם, ו"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.3.6.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.3.6.3",Likutei Moharan.23,https://www.sefaria.org.il/Likutei_Moharan.23," זרה תחובים בממון, כמו שמבאר בהתורה 'צוית צדק' (בסימן כג) על פסוק ""ויגרש מפניך אויב ויאמר השמד"". ומגדל התגברות והתפש"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.3.7.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.3.7.2",Likutei Moharan.23,https://www.sefaria.org.il/Likutei_Moharan.23,"די שבירת תאות ממון, כמו שמבאר בהתורה 'צוית צדק' בסימן כג, עין שם. ועלכן הוא זוכה לתכלית הקדשה של הבית המקדש, כי עלי"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.3.11.4,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.3.11.4",Likutei Moharan.21,https://www.sefaria.org.il/Likutei_Moharan.21," כמו שכתב אדוננו מורנו ורבנו ז""ל בהתורה 'עתיקא' (בסימן כא) על פסוק ""כי יעקב בחר לו יה ישראל לסגלתו"", עין שם:"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Lost and Found.3.14.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Lost_and_Found.3.14.2",Likutei Moharan.30,https://www.sefaria.org.il/Likutei_Moharan.30,"בר תאות ממון (וכמו שמבאר בהתורה 'מישרא דסכינא' בסימן ל, עין שם), ובטל בחינת ""בעצבון תאכלנה"", בחינת ""בזעת אפך"" שנת"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.1.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.1.1.1",Likutei Moharan.29,https://www.sefaria.org.il/Likutei_Moharan.29,ופל שכתב רבנו נרו יאיר במאמר האי מאן דבעי למנסב (סימן כט) עין שם שהוא על ידי שנפגם הדעת על ידי התגברות הדמים על ידי ז
